Title,URL,Score:viral,Score:educational,Score:controversial,Score:community,Score:evergreen,Score:hype,Published at,Positive interestingness,Positive negative coefficient,Total interestingness,Views,Likes,Dislikes,Comments,Total reaction,Global buzz index
More Words Of Wisdom,https://www.youtube.com/watch?v=f4wzUEQxurM,0.050686,0.035108,0.000011,0.501391,1028.608423,34486.862591,2024-08-16 19:11:35,0.0569,1291402.0000,0.0597,22708253,1291402,0,63194,1354596,30760508680788
How Long Could You Live In The ISS If Earth Was Destroyed?,https://www.youtube.com/watch?v=D4qXsq7g6-k,0.050885,0.035692,0.000011,0.500254,1279.656555,43071.902257,2025-01-03 22:59:26,0.0589,1315148.0000,0.0594,22324285,1315148,0,11350,1326498,29613119403930
If Uranus Was This Big...,https://www.youtube.com/watch?v=JjhEBd9S8jQ,0.051188,0.035085,0.000011,0.500506,1057.694527,36023.727273,2024-09-01 05:03:20,0.0577,1336841.0000,0.0587,23165059,1336841,0,23459,1360300,31511429757700
Making Thick Urine,https://www.youtube.com/watch?v=b71He4uepM4,0.032970,0.034944,0.000051,0.500610,220.874649,7543.870944,2024-11-20 01:11:45,0.0573,243594.0000,0.0586,4248790,243594,0,5203,248797,1057086205630
What Does Mars FEEL Like?,https://www.youtube.com/watch?v=Br8cKLawxbs,0.043930,0.035072,0.000015,0.500218,631.908916,21626.232993,2024-06-17 22:14:47,0.0580,901062.0000,0.0584,15534853,901062,0,6780,907842,14103192017226
Tangram Paradoxes,https://www.youtube.com/watch?v=Q7PDrh3Dprw,0.045107,0.034998,0.000014,0.500084,725.389145,24941.705769,2024-07-31 16:02:20,0.0580,975839.0000,0.0582,16825485,975839,0,2844,978683,16466816136255
The Wobblo,https://www.youtube.com/watch?v=nczo0wXgcUk,0.035337,0.034826,0.000033,0.500227,154.342979,5309.273010,2022-12-21 17:24:10,0.0577,386661.0000,0.0581,6703146,386661,0,3065,389726,2612390277996
My Favorite Mathematical Limericks!,https://www.youtube.com/watch?v=i2gHt6_xKKk,0.038374,0.034849,0.000023,0.500161,493.648768,17034.913917,2024-10-30 23:16:00,0.0576,572667.0000,0.0580,9936316,572667,0,3214,575881,5722135594396
Four-Dimensional Tape Measure,https://www.youtube.com/watch?v=1_Qsx71NL7w,0.036166,0.035030,0.000029,0.500227,899.524062,31051.819842,2025-10-02 00:16:42,0.0575,441314.0000,0.0579,7677534,441314,0,3498,444812,3415059253608
How Bright Is Earthshine?,https://www.youtube.com/watch?v=u11hmGy-eP8,0.036333,0.034979,0.000029,0.500348,1085.688468,37525.876062,2025-11-05 22:56:18,0.0572,455424.0000,0.0579,7966928,455424,0,5569,460993,3672698039504
What If You Were 620 Miles Long?,https://www.youtube.com/watch?v=vZqw6Nosgu0,0.067753,0.034643,0.000006,0.500112,1940.215857,67396.914412,2024-10-08 01:26:54,0.0574,2343187.0000,0.0576,40856032,2343187,0,9131,2352318,96106379482176
Fibonnaci on a Marble-Powered Computer,https://www.youtube.com/watch?v=U_Q-6USQxF8,0.034372,0.034355,0.000037,0.500179,225.478383,7880.422769,2024-04-17 21:16:45,0.0569,349252.0000,0.0572,6141797,349252,0,2211,351463,2158614399011
How To Always Win The Peg Game,https://www.youtube.com/watch?v=IdvKxVc6sys,0.042087,0.034005,0.000017,0.500129,453.474928,16018.194880,2023-12-13 21:10:11,0.0564,817376.0000,0.0566,14502531,817376,0,3756,821132,11908492285092
The Book Designed To Cause NIGHTMARES,https://www.youtube.com/watch?v=0G5KF9EBk7c,0.057031,0.033905,0.000008,0.500232,931.129694,32925.954756,2023-11-30 19:13:34,0.0561,1696380.0000,0.0566,30241159,1696380,0,14029,1710409,51724750524031
You Can't Cut A Deck In Half Without This Happening,https://www.youtube.com/watch?v=1FfVpblg5Yw,0.035092,0.033803,0.000031,0.500315,204.299843,7232.874068,2023-08-22 23:31:47,0.0559,411405.0000,0.0565,7365093,411405,0,4663,416068,3064379514324
I Made A Slap Bracelet For Time Travelers,https://www.youtube.com/watch?v=tgyZwxPHdgY,0.042114,0.034001,0.000016,0.500265,1857.978836,66131.267157,2025-10-24 20:27:43,0.0557,826010.0000,0.0562,14840392,826010,0,7880,833890,12375254484880
THE COMPLETE LIST,https://www.youtube.com/watch?v=UuqBFnhoqhM,0.029950,0.033650,0.000099,0.500234,66.360946,2364.284036,2023-12-22 19:44:05,0.0557,117965.0000,0.0561,2119435,117965,0,1011,118976,252161898560
BIG GNUS #shorts,https://www.youtube.com/watch?v=47H7RssfC9Q,0.028874,0.033514,0.000183,0.500315,22.030013,785.938079,2022-08-23 16:04:11,0.0554,60213.0000,0.0561,1086631,60213,0,703,60916,66193213996
Craters Of Eternal Darkness,https://www.youtube.com/watch?v=m8KIGvOcEEo,0.037166,0.033658,0.000024,0.500273,768.119774,27479.763743,2025-06-14 01:20:36,0.0554,543380.0000,0.0559,9815901,543380,0,5371,548751,5386485489651
Forbidden Spellings,https://www.youtube.com/watch?v=3ipFdRfFvK4,0.065874,0.033283,0.000007,0.500433,1005.943962,36085.283469,2023-05-23 12:36:35,0.0549,2198000.0000,0.0558,40045112,2198000,0,34662,2232662,89407199848144
The CMY Cube #shorts,https://www.youtube.com/watch?v=Jbxl2ZkBf_M,0.037684,0.033345,0.000023,0.500112,186.535668,6712.270710,2022-03-05 20:00:50,0.0554,577190.0000,0.0556,10427021,577190,0,2348,579538,6042854896298
Unusual Gears,https://www.youtube.com/watch?v=bKZXF-7E9f8,0.041618,0.033200,0.000017,0.500139,708.381384,25673.771027,2024-11-07 23:47:43,0.0549,810892.0000,0.0552,14769330,810892,0,4127,815019,12037284567270
Solar System Scale Stickers #shorts,https://www.youtube.com/watch?v=a_dA5vZbYs0,0.054360,0.032858,0.000009,0.500382,419.879190,15252.736590,2021-05-06 03:29:35,0.0543,1537892.0000,0.0551,28326088,1537892,0,21635,1559527,44175299040376
A Cosmic Coincidence,https://www.youtube.com/watch?v=qUALUK3hXu0,0.048582,0.033246,0.000012,0.500275,2995.861132,109200.468223,2025-11-13 23:13:12,0.0543,1211787.0000,0.0549,22308911,1211787,0,12280,1224067,27307601761037
Album Art Origins,https://www.youtube.com/watch?v=2qOya17le0A,0.029876,0.032745,0.000069,0.500448,536.133639,19849.950173,2025-12-22 19:56:25,0.0531,174423.0000,0.0540,3283774,174423,0,2961,177384,582488967216
Children's Books THAT ARE NOT For Kids,https://www.youtube.com/watch?v=vDtqOjpknSU,0.030628,0.032618,0.000057,0.500325,491.796261,18235.450663,2025-10-27 22:54:38,0.0533,215031.0000,0.0539,4035616,215031,0,2643,217674,878448677184
Moiré Illusion Cards #shorts,https://www.youtube.com/watch?v=DgSR5wqDgDA,0.037099,0.032111,0.000023,0.500086,199.460589,7457.600371,2022-06-06 20:12:16,0.0533,580700.0000,0.0535,10891220,580700,0,1891,582591,6345126751020
Pinacograms,https://www.youtube.com/watch?v=7Gq2k2-3SEM,0.045722,0.032140,0.000013,0.500088,526.731324,19694.238458,2023-08-29 20:46:23,0.0533,1061935.0000,0.0535,19918657,1061935,0,3531,1065466,21222651799162
Galinstan vs. Metal Alloy Bricks,https://www.youtube.com/watch?v=M-3qLdJT0ZM,0.038668,0.032144,0.000020,0.500235,876.514646,32841.773807,2025-05-15 22:53:42,0.0529,671215.0000,0.0534,12686998,671215,0,5991,677206,8591711167588
Selfie Waves,https://www.youtube.com/watch?v=mMaBVfIedFw,0.031841,0.031270,0.000040,0.501294,128.532731,4824.482916,2022-11-17 15:01:24,0.0507,317114.0000,0.0533,6255592,317114,0,16205,333319,2085107669848
Which Letter Is Never Silent?,https://www.youtube.com/watch?v=BMs5dcHvW4Q,0.067129,0.031732,0.000007,0.500287,951.737746,35891.731889,2023-03-04 20:14:59,0.0525,2239536.0000,0.0530,42690234,2239536,0,24489,2264025,96651757031850
Geography They Didn't Teach You In School,https://www.youtube.com/watch?v=dZXJnmhGd2k,0.043498,0.031754,0.000015,0.500146,831.650510,31515.135492,2024-11-12 02:15:28,0.0525,944742.0000,0.0528,18000393,944742,0,5279,950021,17100751358253
Giving Away My Beard For Charity!,https://www.youtube.com/watch?v=GYlMID6G4Gc,0.029022,0.030852,0.000066,0.501010,55.863483,2134.851803,2021-10-12 18:09:16,0.0503,182318.0000,0.0523,3623920,182318,0,7338,189656,687298171520
Safety Sealing a Jar of Smoke,https://www.youtube.com/watch?v=vBy0prtj2vw,0.061680,0.031318,0.000007,0.500122,1034.325294,39673.747911,2023-11-07 19:35:48,0.0519,1938378.0000,0.0521,37350618,1938378,0,9140,1947518,72741000866124
I Built An Emordnilap Machine,https://www.youtube.com/watch?v=65_8t1OEZSc,0.111598,0.031276,0.000003,0.500247,4276.761458,164272.130123,2024-12-07 02:42:20,0.0516,4627175.0000,0.0521,89716887,4627175,0,44313,4671488,419111361017856
"The Reality You're In, And The Reality In You",https://www.youtube.com/watch?v=NShBkCEfPeE,0.055672,0.031058,0.000009,0.500400,835.313252,32131.508081,2023-10-05 16:59:59,0.0512,1603043.0000,0.0520,31313837,1603043,0,25069,1628112,50982433785744
Magnetic Field Lines #shorts,https://www.youtube.com/watch?v=yqawBo6uJUI,0.026936,0.030822,0.000156,0.500508,20.687133,798.848678,2021-08-03 15:56:39,0.0508,71677.0000,0.0518,1412042,71677,0,1455,73132,103265455544
Jake Chudnow x Vsauce Rehappening,https://www.youtube.com/watch?v=kZAbaAfkluc,0.026707,0.031106,0.000175,0.500559,136.131393,5265.344712,2025-10-12 00:22:30,0.0506,63175.0000,0.0517,1249177,63175,0,1417,64592,80686840784
The Legacy Box,https://www.youtube.com/watch?v=kJT1lTAFMFI,0.028106,0.030936,0.000088,0.500292,121.477780,4712.424957,2024-11-26 19:13:17,0.0510,133644.0000,0.0516,2622275,133644,0,1550,135194,354515846350
Denary Dice,https://www.youtube.com/watch?v=erAuinBotBQ,0.051324,0.030654,0.000010,0.500142,608.102976,23807.319345,2023-04-25 23:06:58,0.0508,1375468.0000,0.0511,27076005,1375468,0,7719,1383187,37451178127935
A Trick With TWO Cuts,https://www.youtube.com/watch?v=AGWl6evhDYI,0.060855,0.030686,0.000008,0.500166,1431.491727,56073.721175,2024-08-13 23:15:56,0.0507,1880965.0000,0.0511,37081063,1880965,0,12300,1893265,70204278740695
The 10.3 Billion Year Gear,https://www.youtube.com/watch?v=0TJOilwvKfg,0.054015,0.030212,0.000009,0.500223,818.088476,32465.438637,2023-11-15 20:39:00,0.0500,1513677.0000,0.0504,30303249,1513677,0,13530,1527207,46279333995543
"An ""Anisosquaric"" Rectangle",https://www.youtube.com/watch?v=M7hX6117E6E,0.033251,0.030530,0.000030,0.500193,1029.381820,40941.595521,2025-11-07 23:36:15,0.0499,429569.0000,0.0503,8609083,429569,0,3341,432910,3726958121530
The 852655 Mystery,https://www.youtube.com/watch?v=ti8ZdImveB0,0.032074,0.030426,0.000034,0.500210,1051.627231,42071.928711,2025-12-09 00:09:28,0.0496,373824.0000,0.0500,7541566,373824,0,3192,377016,2843291047056
ABC3D,https://www.youtube.com/watch?v=QK-5rX1bUtA,0.079845,0.029786,0.000005,0.500163,1263.813842,50900.210851,2023-04-29 21:06:51,0.0493,2845964.0000,0.0497,57689328,2845964,0,18800,2864764,165266310038592
POV we fell in love in 2003,https://www.youtube.com/watch?v=uyKhCeDoK4Q,0.027782,0.029658,0.000072,0.500519,181.829828,7332.255942,2025-02-20 17:03:35,0.0486,167518.0000,0.0496,3450192,167518,0,3601,171119,590393404848
Do You Have a Simian Line?,https://www.youtube.com/watch?v=HChm6z34-7M,0.036954,0.029521,0.000021,0.500331,301.471705,12211.068117,2023-07-03 19:46:13,0.0487,635560.0000,0.0494,13046756,635560,0,8646,644206,8404798495736
2 Inertia Tricks,https://www.youtube.com/watch?v=4HbYUB1J1io,0.050560,0.029954,0.000011,0.500246,3685.939806,149662.841813,2025-12-05 20:35:50,0.0488,1331192.0000,0.0493,27298871,1331192,0,13456,1344648,36707372292408
Laws & Causes,https://www.youtube.com/watch?v=_WHRWLnVm_M,0.030285,0.028368,0.000039,0.501891,72.350519,2946.852254,2019-10-01 12:58:46,0.0453,325820.0000,0.0491,7189494,325820,0,27209,353029,2538099877326
Do Triangles Have Four Sides? #shorts,https://www.youtube.com/watch?v=cFd2c5txIvo,0.051537,0.029298,0.000010,0.500323,398.518341,16246.468833,2021-08-18 17:28:01,0.0484,1378409.0000,0.0491,28472471,1378409,0,18423,1396832,39771258611872
How Many People Lived Before History?,https://www.youtube.com/watch?v=vPwGmFUAr88,0.025818,0.030377,0.000138,0.500542,541.536798,22092.371904,2026-03-20 19:38:05,0.0479,82001.0000,0.0490,1710890,82001,0,1874,83875,143500898750
The Odd Number Rule,https://www.youtube.com/watch?v=U6VBV4QUMu0,0.034050,0.028154,0.000026,0.501688,128.299741,5286.981062,2020-07-29 20:26:40,0.0452,510287.0000,0.0485,11300440,510287,0,38170,548457,6197805421080
How Many Holes Does a Human Have?,https://www.youtube.com/watch?v=egEraZP9yXQ,0.038026,0.027884,0.000019,0.501924,165.104061,6832.961564,2020-02-17 15:02:34,0.0445,699158.0000,0.0483,15720143,699158,0,60529,759687,11942388275241
‌‌,https://www.youtube.com/watch?v=K93zcgFsynk,0.040699,0.027812,0.000017,0.501814,83.971001,3488.856669,2011-11-16 01:21:07,0.0445,825498.0000,0.0481,18547475,825498,0,67315,892813,16559426797175
ANNOUNCING BRAIN CANDY LIVE,https://www.youtube.com/watch?v=VhVtK7UhKbI,0.023529,0.027062,0.000191,0.502956,9.389274,391.059656,2016-11-30 00:26:41,0.0421,57202.0000,0.0480,1359027,57202,0,8057,65259,88688742993
The Future Of Reasoning,https://www.youtube.com/watch?v=_ArVh3Cj9rw,0.034809,0.027924,0.000024,0.501458,157.756463,6585.476393,2021-04-28 21:53:46,0.0450,552398.0000,0.0479,12277622,552398,0,35827,588225,7222004200950
The Joke That Accidentally Became A 'Fact' @JoeKwaczala,https://www.youtube.com/watch?v=9MEsfPuQdw4,0.034611,0.028514,0.000024,0.500259,223.977695,9401.745455,2023-02-03 21:11:02,0.0471,539830.0000,0.0476,11454880,539830,0,5948,545778,6251821496640
Did People Used To Look Older?,https://www.youtube.com/watch?v=vjqt8T3tJIE,0.042292,0.027541,0.000015,0.501309,337.675077,14340.507231,2022-07-11 15:09:07,0.0445,909242.0000,0.0471,20444248,909242,0,53556,962798,19683681085904
The Highest-Scoring Move in Scrabble,https://www.youtube.com/watch?v=PWD1WdIvT6Y,0.055409,0.028153,0.000009,0.500143,698.965017,29796.198202,2023-05-07 19:26:43,0.0466,1563710.0000,0.0469,33534145,1563710,0,9590,1573300,52759270328500
How To Be Prepared Like No One Else,https://www.youtube.com/watch?v=EwJvFxw8aHs,0.067354,0.028133,0.000007,0.500159,1669.475869,71360.000112,2024-08-29 01:12:33,0.0465,2142991.0000,0.0468,46113567,2142991,0,14673,2157664,99497583427488
Mirrors And The Fourth Dimension,https://www.youtube.com/watch?v=nbmr2HKNpkg,0.093057,0.027646,0.000004,0.500140,1860.562386,80835.386508,2023-12-11 05:08:56,0.0458,3358342.0000,0.0460,73402261,3358342,0,20610,3378952,248022716610472
Talking With Attenborough,https://www.youtube.com/watch?v=OC8_Sjlvxic,0.024539,0.026834,0.000109,0.501352,16.086982,698.931337,2016-11-05 21:04:46,0.0433,105953.0000,0.0460,2445828,105953,0,6635,112588,275370882864
The Only Element You Can Chew Like Gum,https://www.youtube.com/watch?v=Xed60vrCuVM,0.086399,0.027543,0.000005,0.500208,1384.923215,60264.115432,2023-05-29 13:42:12,0.0455,3029407.0000,0.0460,66512884,3029407,0,27643,3057050,203333212032200
Do Chairs Exist?,https://www.youtube.com/watch?v=fXW-QjBsruE,0.036402,0.026458,0.000021,0.501720,202.084613,8839.977534,2021-09-14 13:30:21,0.0423,644962.0000,0.0457,15255131,644962,0,52511,697473,10640041983963
Can You Solve This Word Puzzle?,https://www.youtube.com/watch?v=mtMpX0YaHBk,0.048879,0.026527,0.000011,0.500668,1028.716630,46121.967808,2024-10-02 00:59:50,0.0433,1221826.0000,0.0446,28236751,1221826,0,37773,1259599,35566983322849
the moon is leaving,https://www.youtube.com/watch?v=IoKZC7zfdEA,0.086035,0.025766,0.000005,0.500193,1449.387346,67461.053949,2023-09-06 21:42:14,0.0426,2882406.0000,0.0430,67687477,2882406,0,26097,2908503,196869229916931
What's Inside My Spherical Die?,https://www.youtube.com/watch?v=PspOovsehhM,0.033937,0.025905,0.000023,0.500101,1374.710052,64737.275605,2025-11-11 21:35:35,0.0423,564639.0000,0.0425,13359247,564639,0,2733,567372,7579662688884
Illusions of Time,https://www.youtube.com/watch?v=zHL9GP_B30E,0.041826,0.024352,0.000015,0.501333,240.740665,11508.763049,2021-01-08 20:38:36,0.0392,890029.0000,0.0418,22722908,890029,0,60607,950636,21601214369488
Large Numbers,https://www.youtube.com/watch?v=jN_I8fvUFpo,0.069999,0.024702,0.000007,0.500673,916.001862,43931.017240,2023-03-13 14:09:40,0.0404,2093112.0000,0.0417,51868062,2093112,0,69880,2162992,112190203161504
the circle dot trick,https://www.youtube.com/watch?v=inG9yUZ5vY8,0.112321,0.024950,0.000004,0.500244,1752.877982,84110.703970,2023-04-22 23:50:50,0.0412,3950761.0000,0.0417,95908664,3950761,0,46736,3997497,383394596614008
When You Sleep In Socks And Imagine An Icositetrachoron,https://www.youtube.com/watch?v=hqSL5V9yXBM,0.028767,0.025878,0.000036,0.500404,2177.053027,104886.227358,2026-03-15 21:16:32,0.0407,351665.0000,0.0415,8639919,351665,0,7000,358665,3098836548135
What Is The Scariest Thing?,https://www.youtube.com/watch?v=9Vmwsg8Eabo,0.030700,0.023544,0.000030,0.501979,100.815404,4899.676031,2019-10-24 13:00:04,0.0372,440387.0000,0.0412,11841140,440387,0,46897,487284,5769998063760
Is A 2-Sided Polygon Possible?,https://www.youtube.com/watch?v=-UAUiSJP8tU,0.107177,0.024268,0.000004,0.500108,2539.563249,125957.799318,2024-06-12 14:40:29,0.0401,3655746.0000,0.0403,91149265,3655746,0,19759,3675505,335019579253825
Thermite Balls,https://www.youtube.com/watch?v=-hzue8KIS9M,0.319641,0.023676,0.000001,0.500147,5527.983946,280196.789834,2023-05-12 13:08:47,0.0392,12298109.0000,0.0395,314020161,12298109,0,92456,12390565,3890887216180965
A 2D Shadow Of A 3D Shadow Of A 4D Hypercube,https://www.youtube.com/watch?v=QaFTwJPKLuo,0.026296,0.023291,0.000043,0.500312,749.277647,39144.022506,2025-11-21 22:16:41,0.0377,289397.0000,0.0383,7685241,289397,0,4817,294214,2261105495574
NERD WARS: Iron Man vs Master Chief: Who Would Win? -- Wackygamer,https://www.youtube.com/watch?v=aNX2XCcy514,0.010288,0.013850,0.004596,0.513791,0.574637,30.925697,2010-07-22 16:29:40,0.0090,1605.0000,0.0372,179294,1605,0,5057,6662,1194456628
Screwball Scramble!,https://www.youtube.com/watch?v=PF9prMWA7_I,0.052905,0.022125,0.000011,0.500000,1263.633688,69133.322107,2024-12-28 23:29:11,0.0366,1325000.0000,0.0366,36245362,1325000,0,0,1325000,48025104650000
Alzheimer's and the Brain,https://www.youtube.com/watch?v=dWcdBOYy_bU,0.027012,0.020990,0.000037,0.501225,50.462119,2790.719657,2016-07-02 23:41:02,0.0337,341066.0000,0.0362,10117123,341066,0,24811,365877,3701622611871
The Science of Awkwardness,https://www.youtube.com/watch?v=o268qbb_0BM,0.032010,0.021144,0.000025,0.500815,66.699986,3703.918643,2015-03-20 19:26:27,0.0344,521569.0000,0.0360,15169216,521569,0,24763,546332,8287428115712
The Origins of Disgust,https://www.youtube.com/watch?v=PJF-cbTC4Cg,0.018100,0.020724,0.000301,0.501445,6.906239,384.319039,2018-12-05 17:00:28,0.0330,34765.0000,0.0359,1052862,34765,0,3074,37839,39839245218
How People Disappear,https://www.youtube.com/watch?v=CPBJgpK0Ulc,0.038047,0.020629,0.000018,0.500948,83.540358,4733.965620,2013-09-25 17:21:25,0.0334,733050.0000,0.0353,21949209,733050,0,41625,774675,17003503482075
Where Is This Video?,https://www.youtube.com/watch?v=VztSdwYPFCE,0.023736,0.019769,0.000050,0.500978,29.509813,1741.460886,2014-04-15 02:12:18,0.0319,246616.0000,0.0339,7723673,246616,0,15145,261761,2021756368153
Math Magic,https://www.youtube.com/watch?v=ObiqJzfyACM,0.029159,0.019249,0.000030,0.501085,60.863824,3674.923768,2016-02-05 16:44:01,0.0310,429231.0000,0.0331,13867558,429231,0,30115,459346,6370007297068
Fixed Points,https://www.youtube.com/watch?v=csInNn6pfT4,0.025387,0.019064,0.000041,0.501291,47.152090,2856.042418,2016-09-28 14:42:08,0.0304,307502.0000,0.0330,10103673,307502,0,26112,333614,3370726764222
Where Do Deleted Files Go?,https://www.youtube.com/watch?v=G5s4-Kak49o,0.034521,0.019133,0.000022,0.501130,68.656345,4163.083540,2013-07-20 15:40:34,0.0307,601584.0000,0.0330,19581511,601584,0,44280,645864,12646993020504
NERD WARS: Thor vs. Kratos -- Who Would Win?,https://www.youtube.com/watch?v=0xJx-0YF5vs,0.009880,0.013065,0.005108,0.510860,0.384735,23.342086,2010-08-13 20:32:01,0.0105,1420.0000,0.0330,134810,1420,0,3023,4443,598960830
What Is The Greatest Honor?,https://www.youtube.com/watch?v=P85Fj8m6v84,0.023321,0.018823,0.000051,0.501252,27.988252,1717.539727,2013-06-13 16:48:15,0.0301,244930.0000,0.0326,8142101,244930,0,20429,265359,2160579779259
Why Do We Get Bored?,https://www.youtube.com/watch?v=Qwd25JV-jnU,0.027898,0.018758,0.000033,0.501159,44.970873,2777.024728,2013-08-19 03:30:47,0.0301,390279.0000,0.0324,12980131,390279,0,30118,420397,5456808132007
A Defense of Comic Sans,https://www.youtube.com/watch?v=GUCcObwIsOs,0.024500,0.018215,0.000044,0.502012,33.203319,2053.557975,2013-02-11 18:21:27,0.0283,282684.0000,0.0323,9985417,282684,0,40217,322901,3224301134717
We Are All Related,https://www.youtube.com/watch?v=BhtgINeaJWg,0.023113,0.018100,0.000051,0.502144,27.334417,1693.555453,2012-06-13 22:57:59,0.0280,241986.0000,0.0323,8646115,241986,0,37114,279100,2413130696500
"Rock, Paper, Scissors",https://www.youtube.com/watch?v=n-N72oVgp2I,0.015618,0.018712,0.001970,0.500673,0.814184,51.007247,2018-12-05 17:00:40,0.0303,4239.0000,0.0319,139737,4239,0,221,4460,623227020
m͏̺͓̲̥̪í͇͔̠ś̷͎̹̲̻̻̘̝t̞̖͍͚̤k̥̞à̸͕̮͍͉̹̰͚̰ẹ̶̢̪s͏̨͈̙̹̜͚̲ ̛̬͓͟,https://www.youtube.com/watch?v=dvKeCcxD3rQ,0.027672,0.018441,0.000033,0.500837,45.108902,2860.811525,2013-12-31 18:26:55,0.0299,387777.0000,0.0315,12986631,387777,0,21765,409542,5318570833002
Names,https://www.youtube.com/watch?v=p7THJoRYA2c,0.023812,0.018093,0.000047,0.501278,31.640170,2015.334726,2013-10-20 00:55:06,0.0288,268066.0000,0.0314,9295172,268066,0,23796,291862,2712907490264
Is Anything Real?,https://www.youtube.com/watch?v=L45Q1_psDqk,0.037232,0.018013,0.000020,0.501367,77.291272,4930.208651,2013-06-03 18:00:15,0.0286,670287.0000,0.0314,23421008,670287,0,64058,734345,17199100119760
What is Déjà vu?,https://www.youtube.com/watch?v=CSf8i8bHIns,0.026427,0.017857,0.000037,0.501560,36.030314,2302.825218,2011-11-05 21:33:56,0.0282,345524.0000,0.0313,12265681,345524,0,38296,383820,4707813681420
Is Cereal Soup?,https://www.youtube.com/watch?v=O9ak89FwYeI,0.021939,0.018079,0.000058,0.501192,27.516385,1759.037932,2015-01-02 00:54:43,0.0289,212128.0000,0.0313,7340857,212128,0,17535,229663,1685923241191
LONELY.,https://www.youtube.com/watch?v=_QPcclYWOr4,0.021762,0.018161,0.000059,0.500714,20.325745,1313.326437,2011-10-10 23:02:23,0.0295,207505.0000,0.0310,7029318,207505,0,10073,217578,1529424951804
Why Don't We All Have Cancer?,https://www.youtube.com/watch?v=Qja4z1HGDQo,0.028051,0.017987,0.000032,0.500832,48.179790,3131.269935,2014-05-19 20:34:53,0.0291,401069.0000,0.0308,13778850,401069,0,22951,424020,5842507977000
Misnomers,https://www.youtube.com/watch?v=xn7ZaT3AgoU,0.024675,0.017727,0.000042,0.501011,37.897307,2483.520968,2014-11-11 18:21:57,0.0285,298940.0000,0.0305,10491623,298940,0,21253,320193,3359344243239
What is Random?,https://www.youtube.com/watch?v=9rIy0xY99a0,0.026458,0.017787,0.000036,0.500839,43.073568,2829.360224,2014-07-16 16:33:59,0.0288,353450.0000,0.0304,12286696,353450,0,20649,374099,4596440686904
Is All Fair In Love And War?,https://www.youtube.com/watch?v=oThh3_Srxtc,0.021864,0.017820,0.000057,0.500725,27.203314,1790.442654,2015-01-20 18:24:14,0.0289,215215.0000,0.0304,7438383,215215,0,10816,226031,1681305147873
Why Are Things Creepy?,https://www.youtube.com/watch?v=PEikGKDVsCc,0.038018,0.017065,0.000020,0.501962,80.832776,5323.297843,2013-07-02 20:10:17,0.0264,664623.0000,0.0304,25133526,664623,0,98667,763290,19184169060540
Why Do We Clap?,https://www.youtube.com/watch?v=ZD037VSAG2I,0.022165,0.017431,0.000054,0.501225,26.382126,1744.670589,2013-08-25 20:08:26,0.0278,226292.0000,0.0302,8143113,226292,0,19980,246272,2005420724736
When Will We Run Out Of Names?,https://www.youtube.com/watch?v=f8WsO__XcI0,0.030254,0.017170,0.000029,0.501592,62.537162,4145.898337,2015-04-13 21:20:53,0.0270,455457.0000,0.0302,16879491,455457,0,53766,509223,8595425045493
Risk.,https://www.youtube.com/watch?v=w-CK8VxMz9g,0.023139,0.017550,0.000049,0.500884,30.462481,2024.205087,2014-03-23 01:43:07,0.0283,255624.0000,0.0301,9024289,255624,0,15990,271614,2451123232446
"JERRY BLOOP REVIEWS: MGS Peacewalker, Alpha Protocol, Crackdown 2, Dragon Quest IX",https://www.youtube.com/watch?v=nMfa45kh9i8,0.012535,0.015510,0.008867,0.503414,0.089087,5.952181,2010-08-30 20:48:37,0.0217,745.0000,0.0299,34275,745,0,280,1025,35131875
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35...",https://www.youtube.com/watch?v=Pxb5lSPLy9c,0.034115,0.017430,0.000023,0.500684,75.690805,5098.109849,2015-05-14 20:03:48,0.0283,583426.0000,0.0297,20598529,583426,0,28219,611645,12598987270205
What is the Shortest Poem?,https://www.youtube.com/watch?v=6F7quI-MbzY,0.020866,0.016600,0.000062,0.501864,23.613453,1601.019456,2013-06-22 17:48:00,0.0258,195181.0000,0.0295,7575254,195181,0,28273,223454,1692720807316
DINOSAUR SCIENCE! feat. Chris Pratt and Jack Horner,https://www.youtube.com/watch?v=L4AJmvzImbM,0.017980,0.017134,0.000105,0.500960,14.708503,997.852621,2015-06-17 21:42:30,0.0276,110141.0000,0.0295,3997753,110141,0,7713,117854,471151182062
Why Don't Any Animals Have Wheels?,https://www.youtube.com/watch?v=sAGEOKAG0zw,0.021205,0.017033,0.000060,0.501114,21.463265,1456.512312,2012-05-20 00:43:21,0.0272,203544.0000,0.0295,7472244,203544,0,16678,220222,1645552518168
The Brachistochrone,https://www.youtube.com/watch?v=skvnj67YGmw,0.031159,0.017198,0.000027,0.500789,76.122805,5177.610533,2017-01-21 11:43:48,0.0278,493087.0000,0.0294,17721780,493087,0,28014,521101,9234837279780
Sound + Fire = Rubens' Tube,https://www.youtube.com/watch?v=1ZcOusmB4Ls,0.014097,0.016647,0.000840,0.501617,1.128975,76.855401,2011-04-12 11:30:00,0.0261,11080.0000,0.0294,425301,11080,0,1414,12494,5313710694
